Pokemon,HP,Attack,Defense,Special Attack,Special Defense,Speed,Type1,Type2,Move 1,Move 2,Move 3,Size,Weight,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Passive 1,Passive 2,Passive 3,Passive 4,Passive 5,Passive 6,Passive 7,Proficiency 1,Proficiency 2,Proficiency 3,Proficiency 4,Proficiency 5,Proficiency 6,Proficiency 7,Proficiency 8,EggGroup1,EggGroup2,Egg Hatch Rate,Habitat 1,Habitat 2,Habitat 3,Habitat 4,Habitat 5,Diet,Rarity,Base Form,Special Form Type,Gigantamax Move,Evolves From,Legendary HP,Move 4,Move 5,Move 6,Legendary Move 1,Legendary Move 2,Legendary Move 3,Legendary Move 4,Legenadary Passive 1,Legenadary Passive 2,Legenadary Passive 3,Legendary Feature 1,Legendary Feature 2
Heatmor,54,10,7,11,7,7,Fire,,Lick,Slash,Flamethrower,Medium,Medium,Firestarter,Heater,Sinker,,,,,Amnesia,Flash Fire,White Smoke,,,,,Fire,Blades/Claws,Munition,,,,,Fire Lash,Field,-,10 Days,Cave,Mountains,Jungle,,,Omnivore,Rare,,,,,,,,,,,,,,,,,
Torkoal,42,9,14,9,7,2,Fire,,Fire Spin,Flamethrower,Smoke Screen,Small,Heavy,Firestarter,Heater,Sinker,,,,,Amnesia,Iron Defense,Shell Armor,White Smoke,Drought,,,Fire,Rock,Munition,,,,,"Eruption, Shell Smash, Skull Bash",Field,-,10 Days,Volcanoes,,,,,Herbivore/Terravore,Rare,,,,,,,,,,,,,,,,,
Turtonator,36,8,14,9,9,4,Fire,Dragon,Ember,Dragon Pulse,Shell Trap,Large,Superweight,Firestarter,Heater,Sinker,,,,,Iron Defense,Shell Armor,,,,,,Fire,Dragon,Draconian,,,,,"Shell Smash, Shell Trap",Monster,Dragon,10 Days,Cave,Mountains,Volcanoes,,,Omnivore,Rare,,,,,,,,,,,,,,,,,
Rookidee,24,5,4,3,4,6,Flying,,Peck,Fury Attack,Sand Attack,Tiny,Featherweight,Flight,,,,,,,Leer,Keen Eye,,,,,,Flying,Avian,Winged,,,,,,Flying,-,10 Days,Forest,Wetlands,Woodlands,,,Omnivore,Common,,,,,,,,,,,,,,,,,
Corvisquire,42,7,6,4,6,8,Flying,,Taunt,Drill Peck,Punishment,Medium,Medium,Flight,,,,,,,Hone Claws,Leer,Scary Face,Big Pecks,Keen Eye,Unnerve,,Flying,Avian,Winged,,,,,,Flying,-,10 Days,Forest,Wetlands,Woodlands,,,Omnivore,Common,,,,Rookidee,,,,,,,,,,,,,
Corviknight,60,9,11,5,9,7,Flying,Steel,Steel Wing,Swagger,Brave Bird,Large,Heavy,Flight,Intelligence,,,,,,Hone Claws,Iron Defense,Scary Face,Pressure,Keen Eye,Unnerve,Mirror Armor,Flying,Avian,Winged,Steel,,,,,Flying,-,10 Days,Forest,Wetlands,Woodlands,,,Omnivore,Common,,,G-Max Wind Rage,Corvisquire,,,,,,,,,,,,,
Gigantamax Corviknight,300,9,11,5,9,7,Flying,Steel,Steel Wing,Swagger,Brave Bird,Large (Dynamic),Heavy (Dynamic),Flight,Intelligence,,,,,,Hone Claws,Iron Defense,Scary Face,Pressure,Keen Eye,Unnerve,Mirror Armor,Flying,Avian,Winged,Steel,,,,,Flying,-,10 Days,Forest,Wetlands,Woodlands,,,Omnivore,Common,Corviknight,Gigantamax,G-Max Wind Rage,Corvisquire,,,,,,,,,,,,,
Noibat,24,3,4,5,4,6,Flying,Dragon,Supersonic,Bite,Wing Attack,Small,Light,Flight,,,,,,,Screech,Infiltrator,,,,,,Dragon,Flying,Draconian,Fangs,Sound,Winged,,,Flying,Dragon,10 Days,Cave,Forest,,,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Noivern,54,7,8,10,8,12,Flying,Dragon,Hurricane,Dragon Pulse,Boomburst,Large,Heavy,Flight,Guster,,,,,,Screech,Tailwind,Infiltrator,Telepathy,,,,Dragon,Flying,Draconian,Fangs,Sound,Winged,,Moonlight,Flying,Dragon,10 Days,Cave,Forest,,,,Omnivore,Uncommon,,,,Noibat,,,,,,,,,,,,,
Cramorant,42,9,6,9,10,9,Flying,Water,Water Gun,Drill Peck,Thrash,Medium,Medium,Flight,Swimmer,Fountain,,,,,Amnesia,Gulp Missile,,,,,,Flying,Water,Avian,Winged,Glutton,,,,Water 1,Flying,10 Days,Beach,Polar,,,,Omnivore,Uncommon,,,,,,,,,,,,,,,,,
Oricorio (Baile),48,7,7,10,7,9,Flying,Fire,Air Cutter,Teeter Dance,Revelation Dance,Small,Light,Dancer,Flight,,,,,,Agility,Keen Eye,Growl,,,,,Flying,Avian,Winged,Fire,,,,"Revelation Dance, Teeter Dance",Flying,-,10 Days,Meadows,,,,,Herbivore,Uncommon,,,,,,,,,,,,,,,,,
Oricorio (Pa'u),48,7,7,10,7,9,Flying,Psychic,Air Cutter,Teeter Dance,Revelation Dance,Small,Light,Dancer,Flight,,,,,,Agility,Keen Eye,Growl,,,,,Flying,Avian,Winged,Psychic,,,,"Revelation Dance, Teeter Dance",Flying,-,10 Days,Meadows,,,,,Herbivore,Uncommon,,,,,,,,,,,,,,,,,
Oricorio (Pom-Pom),48,7,7,10,7,9,Flying,Electric,Air Cutter,Teeter Dance,Revelation Dance,Small,Light,Dancer,Flight,,,,,,Agility,Keen Eye,Growl,,,,,Flying,Avian,Winged,Electric,,,,"Revelation Dance, Teeter Dance",Flying,-,10 Days,Meadows,,,,,Herbivore,Uncommon,,,,,,,,,,,,,,,,,
Oricorio (Sensu),48,7,7,10,7,9,Flying,Ghost,Air Cutter,Teeter Dance,Revelation Dance,Small,Light,Dancer,Flight,,,,,,Agility,Keen Eye,Growl,,,,,Flying,Avian,Winged,Ghost,,,,"Revelation Dance, Teeter Dance",Flying,-,10 Days,Meadows,,,,,Herbivore,Uncommon,,,,,,,,,,,,,,,,,
Duskull,12,4,9,3,9,3,Ghost,,Shadow Sneak,Pursuit,Disable,Small,Medium,Hover,Invisibility,Phasing,,,,,Leer,Levitate,,,,,,Dark,Ghost,Psychic,Hexwork,,,,,Amorphous,-,10 Days,Badlands,Forest,Woodlands,,,Nullivore / Psiotroph,Uncommon,,,,,,,,,,,,,,,,,
Dusclops,24,7,13,6,13,3,Ghost,,Shadow Punch,Will-O-Wisp,Confuse Ray,Large,Medium,Hover,Invisibility,Phasing,,,,,Leer,Pressure,Levitate,,,,,Dark,Ghost,Psychic,Hexwork,Punches,,,Shadow Punch,Amorphous,-,10 Days,Badlands,Forest,Woodlands,,,Nullivore / Psiotroph,Uncommon,,,,Duskull,,,,,,,,,,,,,
Dusknoir,30,10,14,7,14,5,Ghost,,Hex,Shadow Ball,Payback,Large,Heavy,Hover,Invisibility,Phasing,,,,,Leer,Pressure,Levitate,,,,,Dark,Ghost,Psychic,Hexwork,Punches,,,Shadow Punch,Amorphous,-,10 Days,Badlands,Forest,Woodlands,,,Nullivore / Psiotroph,Uncommon,,,,Dusclops,,,,,,,,,,,,,
Gastly,18,4,3,10,4,8,Ghost,Poison,Lick,Confuse Ray,Mean Look,Medium,Featherweight,Flight,Invisibility,Phasing,,,,,Levitate,,,,,,,Ghost,Poison,Elemental Attacks E,Hexwork,Tricky,,,,Amorphous,-,10 Days,Forest,Urban Abandoned,Urban Burial,,,Nullivore / Psiotroph,Uncommon,,,,,,,,,,,,,,,,,
Haunter,30,5,5,12,6,10,Ghost,Poison,Shadow Punch,Hypnosis,Payback,Medium,Featherweight,Flight,Invisibility,Phasing,,,,,Levitate,,,,,,,Ghost,Poison,Elemental Attacks E,Hexwork,Punches,Tricky,,Shadow Punch,Amorphous,-,10 Days,Forest,Urban Abandoned,Urban Burial,,,Nullivore / Psiotroph,Uncommon,,,,Gastly,,,,,,,,,,,,,
Gengar,36,7,6,13,8,11,Ghost,Poison,Shadow Ball,Dream Eater,Dark Pulse,Medium,Medium,Flight,Invisibility,Phasing,,,,,Cursed Body,Levitate,,,,,,Ghost,Poison,Elemental Attacks E,Hexwork,Punches,Tricky,,"Shadow Punch, Shadow Tag",Amorphous,-,10 Days,Forest,Urban Abandoned,Urban Burial,,,Nullivore / Psiotroph,Uncommon,,,G-Max Terror,Haunter,,,,,,,,,,,,,
Gigantamax Gengar,180,7,6,13,8,11,Ghost,Poison,Shadow Ball,Dream Eater,Dark Pulse,Large (Dynamic),Heavy (Dynamic),Flight,Invisibility,Phasing,,,,,Cursed Body,Levitate,,,,,,Ghost,Poison,Elemental Attacks E,Hexwork,Punches,Tricky,,"Shadow Punch, Shadow Tag",Amorphous,-,10 Days,Forest,Urban Abandoned,Urban Burial,,,Nullivore / Psiotroph,Uncommon,Gengar,Gigantamax,G-Max Terror,Haunter,,,,,,,,,,,,,
Mega Gengar,36,7,8,17,10,13,Ghost,Poison,Shadow Ball,Dream Eater,Dark Pulse,Large,Medium,Flight,Invisibility,Phasing,,,,,Cursed Body,Levitate,Shadow Pull,,,,,Ghost,Poison,Elemental Attacks E,Hexwork,Punches,Tricky,,"Shadow Punch, Shadow Tag",Amorphous,-,10 Days,Forest,Urban Abandoned,Urban Burial,,,Nullivore / Psiotroph,Uncommon,Gengar,Mega,G-Max Terror,Haunter,,,,,,,,,,,,,
Litwick,30,3,6,7,6,2,Ghost,Fire,Astonish,Ember,Smog,Small,Light,Firestarter,Flight,Glow,,,,,Flame Body,,,,,,,Ghost,Fire,Hexwork,Weird,,,,,Amorphous,-,10 Days,Urban Abandoned,Woodlands,,,,"Ergovore / Psiotroph,",Uncommon,,,,,,,,,,,,,,,,,
Lampent,36,4,6,10,6,6,Ghost,Fire,Will-O-Wisp,Flame Burst,Hex,Small,Medium,Firestarter,Flight,Glow,,,,,Flash Fire,,,,,,,Ghost,Fire,Hexwork,Weird,,,,,Amorphous,-,10 Days,Urban Abandoned,Woodlands,,,,"Ergovore / Psiotroph,",Uncommon,,,,Litwick,,,,,,,,,,,,,
Chandelure,36,6,9,15,9,8,Ghost,Fire,Inferno,Shadow Ball,Pain Split,Large,Medium,Firestarter,Flight,Glow,,,,,Flame Body,Flash Fire,Infiltrator,,,,,Ghost,Fire,Hexwork,Weird,,,,,Amorphous,-,10 Days,Urban Abandoned,Woodlands,,,,"Ergovore / Psiotroph,",Uncommon,,,,Lampent,,,,,,,,,,,,,
Corsola (Dead Seas),36,6,10,7,10,3,Ghost,,Curse,Ancient Power,Hex,Medium,Featherweight,Gilled,Swimmer,,,,,,Harden,Weak Armor,,,,,,Ghost,Rock,Water,Elemental Attacks I,Hexwork,Prickly,,"Recover, Strength Sap",Water 1,Water 3,10 Days,Ocean Reefs,Ocean,Beach,,,Phototroph,Uncommon,,,,,,,,,,,,,,,,,
Cursola,36,10,5,15,13,3,Ghost,,Perish Song,Power Gem,Strength Sap,Medium,Featherweight,Gilled,Swimmer,,,,,,Harden,Weak Armor,Perish Body,,,,,Ghost,Rock,Water,Elemental Attacks I,Hexwork,Prickly,,"Recover, Strength Sap, Perish Song",Water 1,Water 3,10 Days,Ocean Reefs,Ocean,Beach,,,Phototroph,Uncommon,,,,Corsola (Dead Seas),,,,,,,,,,,,,
Drifloon,54,5,3,6,4,7,Ghost,Flying,Gust,Payback,Ominous Wind,Small,Featherweight,Flight,Inflatable,Shrinkable,Guster,,,,Focus Energy,Aftermath,,,,,,Ghost,Flying,Elemental Attacks E,Hexwork,,,,"Minimize, Self-Destruct",Amorphous,-,10 Days,Mountains,Volcanoes,,,,Nullivore / Psiotroph,Uncommon,,,,,,,,,,,,,,,,,
Drifblim,90,8,4,9,5,8,Ghost,Flying,Hex,Shadow Ball,Knock Off,Large,Medium,Flight,Inflatable,Shrinkable,Guster,,,,Amnesia,Focus Energy,Aftermath,Flare Boost,,,,Ghost,Flying,Elemental Attacks E,Hexwork,,,,"Minimize, Self-Destruct, Strength Sap",Amorphous,-,10 Days,Mountains,Volcanoes,,,,Nullivore / Psiotroph,Uncommon,,,,Drifloon,,,,,,,,,,,,,
Misdreavus,36,6,6,9,9,9,Ghost,,Astonish,Mean Look,Confuse Ray,Small,Featherweight,Flight,Invisibility,Phasing,,,,,Levitate,,,,,,,Ghost,Psychic,Elemental Attacks E,Hexwork,Spellcraft,Weird,,Perish Song,Amorphous,-,13 Days,Cave,Forest,Woodlands,,,Nullivore / Psiotroph,Uncommon,,,,,,,,,,,,,,,,,
Mismagius,36,6,6,11,11,11,Ghost,,Psybeam,Shadow Ball,Lucky Chant,Medium,Light,Flight,Invisibility,Phasing,,,,,Levitate,,,,,,,Ghost,Psychic,Elemental Attacks E,Hexwork,Spellcraft,Weird,,Perish Song,Amorphous,-,13 Days,Cave,Forest,Woodlands,,,Nullivore / Psiotroph,Uncommon,,,,Misdreavus,,,,,,,,,,,,,
Phantump,24,7,5,5,6,4,Grass,Ghost,Confuse Ray,Astonish,Leech Seed,Small,Light,Hover,Sprouter,,,,,,Growth,Natural Cure,,,,,,Ghost,Grass,Psychic,Hexwork,,,,"Branch Poke, Forest’s Curse, Horn Leech, Ingrain, Wood Hammer",Grass,Amorphous,10 Days,Forest,Woodlands,,,,Phototroph / Psiotroph,Uncommon,,,,,,,,,,,,,,,,,
Trevenant,54,11,8,7,8,6,Grass,Ghost,Shadow Claw,Forest's Curse,Wood Hammer,Medium,Heavy,Sprouter,,,,,,,Growth,Harvest,Natural Cure,,,,,Ghost,Grass,Psychic,Hexwork,,,,"Branch Poke, Forest’s Curse, Horn Leech, Ingrain, Wood Hammer",Grass,Amorphous,10 Days,Forest,Woodlands,,,,Phototroph / Psiotroph,Uncommon,,,,Phantump,,,,,,,,,,,,,
Pumpkaboo (Small),24,7,7,4,6,6,Grass,Ghost,Trick,Astonish,Razor Leaf,Tiny,Light,Hover,Glow,Pumpkin Sized,Telekinetic,,,,Scary Face,Insomnia,,,,,,Ghost,Grass,Elemental Attacks F,Hexwork,,,,Trick-or-Treat,Amorphous,-,10 Days,Forest,Woodlands,,,,Phototroph / Psiotroph,Uncommon,,,,,,,,,,,,,,,,,
Pumpkaboo (Medium),30,7,7,4,6,5,Grass,Ghost,Trick,Astonish,Razor Leaf,Small,Medium,Hover,Glow,Pumpkin Sized,Telekinetic,,,,Scary Face,Insomnia,,,,,,Ghost,Grass,Elemental Attacks F,Hexwork,,,,Trick-or-Treat,Amorphous,-,10 Days,Forest,Woodlands,,,,Phototroph / Psiotroph,Uncommon,,,,,,,,,,,,,,,,,
Pumpkaboo (Large),36,7,7,4,6,4,Grass,Ghost,Trick,Astonish,Razor Leaf,Medium,Medium,Hover,Glow,Pumpkin Sized,Telekinetic,,,,Scary Face,Insomnia,,,,,,Ghost,Grass,Elemental Attacks F,Hexwork,,,,Trick-or-Treat,Amorphous,-,10 Days,Forest,Woodlands,,,,Phototroph / Psiotroph,Uncommon,,,,,,,,,,,,,,,,,
Gourgeist (Small),42,9,12,6,8,8,Grass,Ghost,Shadow Ball,Seed Bomb,Trick-or-Treat,Small,Medium,Hover,Glow,Pumpkin Sized,Telekinetic,,,,Scary Face,Insomnia,,,,,,Ghost,Grass,Elemental Attacks F,Hexwork,,,,Trick-or-Treat,Amorphous,-,10 Days,Forest,Woodlands,,,,Phototroph / Psiotroph,Uncommon,,,,Pumpkaboo (Small),,,,,,,,,,,,,
Gourgeist (Medium),48,10,12,6,8,7,Grass,Ghost,Shadow Ball,Seed Bomb,Trick-or-Treat,Medium,Medium,Hover,Glow,Pumpkin Sized,Telekinetic,,,,Scary Face,Insomnia,,,,,,Ghost,Grass,Elemental Attacks F,Hexwork,,,,Trick-or-Treat,Amorphous,-,10 Days,Forest,Woodlands,,,,Phototroph / Psiotroph,Uncommon,,,,Pumpkaboo (Medium),,,,,,,,,,,,,
Gourgeist (Large),54,10,12,6,8,5,Grass,Ghost,Shadow Ball,Seed Bomb,Trick-or-Treat,Large,Heavy,Hover,Glow,Pumpkin Sized,Telekinetic,,,,Scary Face,Insomnia,,,,,,Ghost,Grass,Elemental Attacks F,Hexwork,,,,Trick-or-Treat,Amorphous,-,10 Days,Forest,Woodlands,,,,Phototroph / Psiotroph,Uncommon,,,,Pumpkaboo (Large),,,,,,,,,,,,,
Sandygast,36,6,8,7,5,2,Ghost,Ground,Absorb,Sand Tomb,Bulldoze,Medium,Heavy,Burrow,Groundshaper,Amorphous,,,,,Harden,Water Compaction,,,,,,Ghost,Ground,Rock,Parasitic,,,,Shore Up,Amorphous,-,10 Days,Beach,,,,,Psiotroph,Uncommon,,,,,,,,,,,,,,,,,
Palossand,54,8,11,10,8,4,Ghost,Ground,Shadow Ball,Earth Power,Shore Up,Large,Superweight,Burrow,Groundshaper,Amorphous,,,,,Iron Defense,Sand Veil,Water Compaction,,,,,Ghost,Ground,Rock,Parasitic,,,,Shore Up,Amorphous,-,10 Days,Beach,,,,,Psiotroph,Uncommon,,,,Sandygast,,,,,,,,,,,,,
Shuppet,24,8,4,6,3,5,Ghost,,Shadow Sneak,Knock Off,Will-O-Wisp,Small,Featherweight,Flight,Invisibility,Phasing,,,,,Screech,Insomnia,,,,,,Dark,Ghost,Elemental Attacks E,Hexwork,,,,,Amorphous,-,10 Days,Urban Abandoned,,,,,Nullivore / Psiotroph,Uncommon,,,,,,,,,,,,,,,,,
Banette,36,12,7,8,6,7,Ghost,,Shadow Ball,Sucker Punch,Trick,Medium,Medium,Flight,Invisibility,Phasing,Telekinetic,,,,Screech,Cursed Body,,,,,,Dark,Ghost,Elemental Attacks E,Hexwork,,,,,Amorphous,-,10 Days,Urban Abandoned,,,,,Nullivore / Psiotroph,Uncommon,,,,Shuppet,,,,,,,,,,,,,
Mega Banette,36,17,8,9,8,8,Ghost,,Shadow Ball,Sucker Punch,Trick,Medium,Medium,Flight,Invisibility,Phasing,Telekinetic,,,,Screech,Cursed Body,Prankster,,,,,Dark,Ghost,Elemental Attacks E,Hexwork,,,,,Amorphous,-,10 Days,Urban Abandoned,,,,,Nullivore / Psiotroph,Uncommon,Banette,Mega,,Shuppet,,,,,,,,,,,,,
Sinistea,24,5,5,7,5,5,Ghost,,Astonish,Mega Drain,Protect,Tiny,Featherweight,Hover,,,,,,,Withdraw,Weak Armor,,,,,,Dark,Psychic,Parasitic,Weird,Ghost,,,"Shell Smash, Tea Time",Mineral,Amorphous,10 Days,Ruins,Urban Abandoned,,,,Nullivore / Psiotroph,Uncommon,,,,,,,,,,,,,,,,,
Polteageist,36,7,7,13,11,7,Ghost,,Curse,Shadow Ball,Aromatherapy,Small,Featherweight,Hover,Alluring,,,,,,Nasty Plot,Withdraw,Cursed Body,,,,,Dark,Psychic,Parasitic,Weird,Ghost,,,"Shell Smash, Tea Time, Strength Sap",Mineral,Amorphous,10 Days,Ruins,Urban Abandoned,,,,Nullivore / Psiotroph,Uncommon,,,,Sinistea,,,,,,,,,,,,,
Yamask,24,3,9,6,7,3,Ghost,,Disable,Will-O-Wisp,Hex,Small,Featherweight,Hover,,,,,,,Mummy,,,,,,,Ghost,Psychic,Hexwork,,,,,Crafty Shield,Mineral,Amorphous,10 Days,Ruins,,,,,Terravore / Psiotroph,Uncommon,,,,,,,,,,,,,,,,,
Cofagrigus,36,5,15,10,11,3,Ghost,,Dark Pulse,Shadow Ball,Ominous Wind,Large,Heavy,Hover,,,,,,,Scary Face,Mummy,,,,,,Ghost,Psychic,Hexwork,,,,,Crafty Shield,Mineral,Amorphous,10 Days,Ruins,,,,,Terravore / Psiotroph,Uncommon,,,,Yamask,,,,,,,,,,,,,
Dhelmise,42,13,10,9,9,4,Grass,Ghost,Mega Drain,Anchor Shot,Shadow Ball,Huge,Superweight,Gilled,Reach,Swimmer,,,,,Metal Sound,Steelworker,,,,,,Ghost,Grass,Steel,Water,,,,"Anchor Shot, Power Whip, Wrap",Mineral,-,13 Days\,Ocean Abyss,Ocean,,,,Herbivore / Psiovore,Rare,,,,,,,,,,,,,,,,,
Mimikyu,36,9,8,5,11,10,Ghost,Fairy,Shadow Sneak,Shadow Claw,Play Rough,Small,Featherweight,None,,,,,,,Charm,Hone Claws,Disguise,,,,,Fairy,Ghost,Elemental Attacks E,Hexwork,,,,,Amorphous,-,10 Days,Urban Abandoned,,,,,Omnivore / Psiotroph,Rare,,,,,,,,,,,,,,,,,
Spiritomb,30,9,11,9,11,4,Ghost,Dark,Confuse Ray,Ominous Wind,Dark Pulse,Medium,Heavy,Flight,,,,,,,Nasty Plot,Infiltrator,Pressure,,,,,Dark,Ghost,Psychic,Hexwork,,,,,Amorphous,-,108 Days,Ruins,,,,,Psiovore,Rare,,,,,,,,,,,,,,,,,
Bellsprout,30,8,4,7,3,4,Grass,Poison,Vine Whip,Pound,Wrap,Small,Light,Sprouter,Threaded,,,,,,Growth,Chlorophyll,,,,,,Grass,Poison,,,,,,"Vine Whip, Wrap",Grass,-,10 Days,Jungle,Swamp,,,,Carnivore / Phototroph,Common,,,,,,,,,,,,,,,,,
Weepinbell,42,9,5,9,5,6,Grass,Poison,Poison Powder,Stun Spore,Sleep Powder,Medium,Light,Sprouter,Threaded,,,,,,Growth,Chlorophyll,,,,,,Grass,Poison,,,,,,"Vine Whip, Wrap",Grass,-,10 Days,Jungle,Swamp,,,,Carnivore / Phototroph,Common,,,,Bellsprout,,,,,,,,,,,,,
Victreebel,48,11,7,10,7,7,Grass,Poison,Leaf Tornado,Poison Jab,Leaf Blade,Medium,Medium,Alluring,Sprouter,Threaded,,,,,Growth,Chlorophyll,Leaf Guard,,,,,Grass,Poison,,,,,,"Vine Whip, Wrap, Leaf Tornado, Power Whip",Grass,-,10 Days,Jungle,Swamp,,,,Carnivore / Phototroph,Common,,,,Weepinbell,,,,,,,,,,,,,
Bounsweet,24,3,4,3,4,3,Grass,,Splash,Rapid Spin,Leafage,Small,Featherweight,Alluring,,,,,,,Play Nice,Leaf Guard,,,,,,Grass,Kicks,,,,,,"Grass Whistle, Teeter Dance",Grass,-,10 Days,Jungle,,,,,Phototroph,Uncommon,,,,,,,,,,,,,,,,,
Steenee,30,4,5,4,5,6,Grass,,Double Slap,Razor Leaf,Teeter Dance,Small,Light,Alluring,,,,,,,Play Nice,Leaf Guard,Oblivious,,,,,Grass,Kicks,,,,,,"Grass Whistle, Teeter Dance",Grass,-,10 Days,Jungle,,,,,Phototroph,Uncommon,,,,Bounsweet,,,,,,,,,,,,,
Tsareena,42,12,10,5,10,7,Grass,,Trop Kick,Stomp,High Jump Kick,Medium,Medium,Alluring,,,,,,,Play Nice,Leaf Guard,Queenly Majesty,Sweet Veil,,,,Grass,Kicks,,,,,,"Grass Whistle, Teeter Dance, Power Whip, Trop Kick",Grass,-,10 Days,Jungle,,,,,Phototroph,Uncommon,,,,Steenee,,,,,,,,,,,,,
Budew,24,3,4,5,7,6,Grass,Poison,Absorb,Water Sport,Stun Spore,Tiny,Featherweight,Sprouter,,,,,,,Growth,Natural Cure,,,,,,Grass,Poison,Weather,,,,,"Grass Whistle, Ingrain",Fairy,Grass,10 Days,Field,Meadows,,,,Phototroph,Uncommon,,,,,,,,,,,,,,,,,
Roselia,30,6,5,10,8,7,Grass,Poison,Poison Sting,Magical Leaf,Grass Whistle,Small,Featherweight,Alluring,Sprouter,,,,,,Growth,Natural Cure,Poison Point,,,,,Grass,Poison,Weather,Floral,,,,"Grass Whistle, Ingrain",Fairy,Grass,10 Days,Field,Meadows,,,,Phototroph,Uncommon,,,,Budew,,,,,,,,,,,,,
Roserade,36,7,7,13,11,9,Grass,Poison,Toxic Spikes,Ingrain,Petal Blizzard,Medium,Medium,Alluring,Sprouter,,,,,,Growth,Natural Cure,Poison Point,Technician,,,,Grass,Poison,Weather,Floral,,,,"Grass Whistle, Ingrain, Weather Ball",Fairy,Grass,10 Days,Field,Meadows,,,,Phototroph,Uncommon,,,,Roselia,,,,,,,,,,,,,
Hoppip,24,4,4,4,6,5,Grass,Flying,Splash,Synthesis,Tackle,Small,Featherweight,Flight,Sprouter,,,,,,Tail Whip,Chlorophyll,,,,,,Grass,Flying,,,,,,,Fairy,Grass,7 Days,Forest,Field,Mountains,,,Phototroph,Common,,,,,,,,,,,,,,,,,
Skiploom,36,5,5,5,7,8,Grass,Flying,Bullet Seed,Leech Seed,Acrobatics,Small,Featherweight,Flight,Sprouter,,,,,,Tail Whip,Chlorophyll,Leaf Guard,,,,,Grass,Flying,,,,,,,Fairy,Grass,7 Days,Forest,Field,Mountains,,,Phototroph,Common,,,,Hoppip,,,,,,,,,,,,,
Jumpluff,48,6,7,6,10,11,Grass,Flying,Rage Powder,Giga Drain,Bounce,Medium,Featherweight,Flight,Sprouter,,,,,,Cotton Spore,Tail Whip,Chlorophyll,Infiltrator,Leaf Guard,,,Grass,Flying,,,,,,,Fairy,Grass,7 Days,Forest,Field,Mountains,,,Phototroph,Common,,,,Skiploom,,,,,,,,,,,,,
Seedot,24,4,5,3,3,3,Grass,,Bide,Tackle,Absorb,Small,Light,Sprouter,,,,,,,Growth,Harden,Chlorophyll,,,,,Dark,Grass,Tricky,,,,,,Field,Grass,7 Days,Forest,Woodlands,,,,Herbivore / Phototroph,Uncommon,,,,,,,,,,,,,,,,,
Nuzleaf,42,7,4,6,4,6,Grass,Dark,Fake Out,Razor Leaf,Swagger,Medium,Medium,Sprouter,Climber,,,,,,Growth,Harden,Chlorophyll,Early Bird,,,,Dark,Grass,Tricky,,,,,,Field,Grass,7 Days,Forest,Woodlands,,,,Herbivore / Phototroph,Uncommon,,,,Seedot,,,,,,,,,,,,,
Shiftry,54,10,6,9,6,8,Grass,Dark,Extrasensory,Hurricane,Leaf Storm,Medium,Medium,Sprouter,Stealth,Climber,,,,,Growth,Harden,Chlorophyll,Early Bird,Pickpocket,,,Dark,Grass,Tricky,,,,,Leaf Tornado,Field,Grass,7 Days,Forest,Woodlands,,,,Herbivore / Phototroph,Uncommon,,,,Nuzleaf,,,,,,,,,,,,,
Oddish,30,5,6,8,7,3,Grass,Poison,Absorb,Sweet Scent,Acid Spray,Small,Light,Sprouter,,,,,,,Growth,Chlorophyll,,,,,,Grass,Poison,,,,,,Moonlight,Grass,-,10 Days,Jungle,Plains,Swamp,,,Phototroph,Uncommon,,,,,,,,,,,,,,,,,
Gloom,36,7,7,9,8,4,Grass,Poison,Poison Powder,Stun Spore,Sleep Powder,Small,Light,Sprouter,Repulsive,,,,,,Growth,Chlorophyll,,,,,,Grass,Poison,Floral,,,,,Moonlight,Grass,-,10 Days,Jungle,Plains,Swamp,,,Phototroph,Uncommon,,,,Oddish,,,,,,,,,,,,,
Vileplume,48,8,9,11,9,5,Grass,Poison,Petal Blizzard,Petal Dance,Solar Beam,Large,Medium,Alluring,Sprouter,Repulsive,,,,,Growth,Effect Spore,Chlorophyll,,,,,Grass,Poison,Floral,,,,,Moonlight,Grass,-,10 Days,Jungle,Plains,Swamp,,,Phototroph,Uncommon,,,,Gloom,,,,,,,,,,,,,
Bellossom,48,8,10,9,10,5,Grass,,Magical Leaf,Petal Dance,Leaf Storm,Small,Light,Sprouter,Alluring,,,,,,Quiver Dance,Chlorophyll,Healer,,,,,Grass,Poison,Floral,,,,,Moonlight,Grass,-,10 Days,Jungle,Plains,Swamp,,,Phototroph,Uncommon,,,,Gloom,,,,,,,,,,,,,
Cacnea,30,9,4,9,4,4,Grass,,Poison Sting,Absorb,Feint Attack,Small,Medium,None,,,,,,,Growth,Leer,Sand Veil,,,,,Grass,Dark,Prickly,Tricky,,,,"Ingrain, Needle Arm",Grass,Humanshape,10 Days,Desert,,,,,Carnivore / Phototroph,Uncommon,,,,,,,,,,,,,,,,,
